00010101001100,Kale,9.82
10010000011011,Ketchup,8.58
01010100001000,Kid's cereal,4.55
01000011001101,Kitchen cleaner,4.65
00011011000110,Kiwi,11.97
00111000111110,Kohlrabi,3.83
00010011010010,Kumquats,6.72
10010011111011,Laundry detergent,7.74
01100010111001,Lemon juice,11.90
00111100100111,Lemons,4.01
01111000000000,Lettuce,7.63
01000011101000,Life,6.88
00110100000011,Limes,5.58
00100011001101,Linguini,15.21
01100011100110,Lip balm,9.70
10010110011100,Liver,18.61
00110001110110,Lobster,16.69
00111101011111,Lunch bags,7.43
01011000000000,Mac&cheese,2.07
00010110001011,Macaroni,18.83
01000000010101,Mangoes,9.06
01011010100000,Maple syrup,13.75
00111001110110,Margarine,14.13
01111010010010,Marmalade,9.61
10000100000110,Mashed potatoes,13.35
01010011011011,Mayonnaise,8.25
01111001001010,Meat sauce,15.71
00010011010110,Meat tenderizer,9.11
00110100001001,Medicine,9.56
00010011111011,Melon,6.21
01101110111100,Milk 1%,14.53
00101100001010,Milk 2%,20.49
00100110100000,Milk chocolate,8.58
00111110100111,Mineral water,9.30
10001011010000,Mini wheats,18.90
00111010000000,Mint,14.32
10010101000111,Mixed vegetables,9.11
01011011111100,Mixers,15.77
00101100111110,Molasses,15.01
00101101000010,Montreal meat spice,15.36
00101000000101,Mosquito repellant,3.15
10001111010010,Mousse,11.02
10001100001011,Mozzarella sticks,8.26
01001110101000,Muffin Mix,2.62
00100000000011,Mushrooms,5.01
00010110110011,Muslix,5.83
01101100010110,Mussels,15.41
00010100001100,Mustard,7.67
00100001100101,Nacho chips,8.31
00011110100010,Nacho dip,14.54
01000111110110,Nail clippers,6.45
00111110010101,Napkins,17.70
00100101100111,Nectarines,1.76
10001100110001,Non-stick spray,16.68
00011001000010,Nuts,12.70
01010001010001,Nuts,8.84
00110000010011,Oat meal,5.57
01000101001101,Oatmeal,6.55
01011101000000,Oil,13.48
01001110001111,Olives,18.46
01100000110000,Onion rings,9.76
10000001110110,Onion soup,12.01
00011010100010,Onions,13.83
00010100111011,Oranges,19.30
00101101011100,Oregano,1.35
00110010011001,Oregano,19.77
01011001111101,Oven cleaner,8.15
00110000111011,Oysters,14.42
01011111111101,Oysters,15.81
10001101110000,Pabulum,8.54
10000101110100,Pancake mix,13.60
10000100100010,Pancakes,8.30
00010011010100,Papaya,20.29
01110111001110,Paper plates,13.48
00110110011110,Paper towel,2.86
00011010111011,Paper towels,11.91
01010010101011,Paprika,13.82
01001110110011,Parsley,13.03
01011011010011,Parsley,17.25
01011000111001,Parsnips,12.46
01001100001000,Pasta sauce,10.35
00011110000110,Pasta,9.20
10001111010100,Pate,18.74
01011000000100,Peaches,13.90
10000110100011,Peaches,18.40
00101000011100,Peanut butter,10.97
01110010100011,Peanuts,3.69
01011011110110,Peanuts,8.15
01000111111101,Pears,19.91
01000110110100,Pears,5.71
01000010010001,Peas,17.63
10000101110110,Peas,5.44
00010010011010,Pectin,1.56
01000001111101,Pepper,14.44
01001011111111,Pepperoni,19.74
01100010111101,Perogies,1.51
00011100100000,Pickles,10.63
00111000011010,Pie,16.13
00100110000111,Pie,20.07
01010010001111,Pineapple,15.00
01101110100000,Pineapple,17.37
00111000011101,Pita bread,6.66
01111001000100,Pizza snacks,1.11
00100101011101,Pizza,1.05
00100111101100,Pizza,4.55
01110101111001,Plastic containers,19.56
01001010101111,Plastic cups,18.20
00100111101001,Plastic cutlery,4.29
00110011100010,Plastic wrap,12.51
01000011010100,Plums,1.13
01111010100100,Pop,2.97
10001111010001,Popcorn,19.08
10010001000000,Popsicles,3.77
01111111001101,Pork & beans,2.34
01000011000100,Pork chops,2.13
00011100010111,Pork rinds,5.85
00110110011000,Pot scrubbers,11.09
00011010100011,Potato nuggets,16.42
01011101000100,Potato soup,18.93
00011010100000,Potatoes,17.48
10010111000110,Pretzels,1.17
00110011010111,Protein bars,11.18
01111001000101,Puffed wheat,20.32
00100010001100,Pumpernickel,11.50
00111010100000,Pumpkin,7.10
01101000101010,Radishes,17.98
01100010111101,Raisin bran,9.15
00101011100110,Raisin bread,8.01
10010001001101,Raspberries,4.25
01010101110001,Ravioli,1.31
01111101000111,Red peppers,8.72
10011001111101,Red snapper,17.83
00101000101001,Reflective collar,3.63
01100011100000,Relish,19.32
01010110111110,Rice crispies,3.63
00010010011001,Rice,4.91
01011111001000,Roast beef,20.67
10011011111101,Rotini,12.31
01100010111000,Rutabagas,13.36
00010001011001,Rye bread,5.00
00010110001001,Salad dressing,3.52
10001000001111,Salami,2.71
01011000100001,Salmon,14.72
01001110110101,Salmon,16.39
10001001000101,Salsa,9.80
01011111101111,Salt,15.45
01000101000100,Salt,3.22
10001001011000,Sandwich bags,10.46
00011000010111,Sandwich bread,17.81
00010001101101,Sardines,19.65
01001001001010,Sausage,4.32
01110111000000,Scrubbers,1.89
10000110010110,Seafood Frozen,10.63
01111000100110,Sealable bags,18.84
01001010000100,Shampoo,7.35
01000000010001,Shortening,10.61
01100111000001,Shreddies,20.78
00111111010100,Shrimp,17.92
01001111000011,Sorbet,8.66
10000100111111,Soup,19.55
00101010101011,Sour cream,17.68
00101001100111,Sourdough,11.34
00110000100011,Soy milk,3.12
01011110111011,Soy sauce,9.36
00011111100000,Spaghetti,17.58
01110011000011,Spam,4.97
00011001000010,Spinach,19.17
01011101000111,Sponges,5.71
01110111101110,Sport drink,14.26
01001011110010,Sprinkles,4.31
01100111110111,Sprouts,5.54
01110101100101,Squash,10.39
00110110010111,Steak sauce,6.35
01011101010011,Steak,6.92
01000110000001,Stew,5.30
00010110100101,Stir fry,7.59
00101000111110,Strawberries,15.26
10001001011010,Sugar substitute,18.82
00010101101110,Sugar,4.91
00101010100101,Sweet & sour sauce,3.88
10010011000111,Sword fish,11.78
01110011010010,Syrup,3.46
00010011010110,Taquitos,14.26
00011110011111,Tartar Sauce,19.88
01011011110101,Tater tots,9.30
01011111001001,Tea,3.55
01110001000110,Teething ointment,11.76
00110011110101,Teething ring,18.72
01101000011110,Tilapia,2.43
00100000001100,Tofu,18.57
10001111111001,Toilet bowl cleaner,9.12
01100101011000,Toilet paper,11.10
01100101100001,Toilet tank fresheners,5.65
00011000001010,Tomato paste,2.83
01010110010100,Tomato sauce,3.93
00111101001001,Tomatoes,14.12
10001111001100,Tomatoes,6.36
00100111110101,Tortillas,3.99
01001000110001,Toys,12.38
00100110011111,Trail mix,12.90
01011000110111,Treats,18.64
00011100101110,Tub&Tile cleaner,11.51
10010001110110,Tuna,13.92
01000101000011,Tuna,19.81
00100000111101,Turkey breast,19.59
01010000100000,Turkey pot pie,5.62
10010111010110,Turkey,1.31
10000011000000,Turkey,13.95
01110101010011,Turkey,8.84
01000110110000,TV dinners,3.50
00111000110001,Vacuum bags,20.37
01110110100000,Vanilla extract,11.05
00011101010001,Vector,10.12
00101000111011,Vegetables Fruits,4.14
10001101001000,Veggie burgers,1.47
01000000100010,Veggie burgers,9.39
01011111010010,Veggie dogs,7.08
00100111010001,Vinegar,5.85
01110000000100,Waffles,3.53
00111011101000,Wax paper,18.43
00011111010111,Whipping cream,13.76
01000000011001,Whole grain,19.78
00110101000111,Worcestershire sauce,15.94
10011100001000,Yams,17.70
01011011000000,Yeast,16.48
00010100110101,Yellow peppers,6.73
00101011110010,Yogurt,7.99
10000101101001,Zucchini,13.20
